Name, Time, Iterations
CO-2+2W_2 , 0.00168175
CO-2+2W_3 , 0.001728
CO-2+2W_5 , 0.002319
fibonacci , 4.27956125
szymanski , 59.1080885
dijkstra , 0.02938925
